Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
TCGA-AF-3913-01A-02D-1428-01	4	92237779	92368916	72	-0.8165
TCGA-AF-3913-01A-02D-1428-01	4	92373134	188763651	51949	-0.1932
TCGA-AF-3913-01A-02D-1428-01	5	914233	28213724	16135	-0.1642
TCGA-AF-3913-01A-02D-1428-01	5	28214269	28214620	3	-1.5579
TCGA-AF-3913-01A-02D-1428-01	5	28225657	75531432	23900	-0.1945
TCGA-AF-3913-01A-02D-1428-01	5	75531656	75538460	2	-2.1635
TCGA-AF-3913-01A-02D-1428-01	5	75539911	87754672	6758	-0.2261
TCGA-AF-3913-01A-02D-1428-01	5	87757485	87757939	2	-1.7619
TCGA-AF-3913-01A-02D-1428-01	5	87758025	109978803	10916	-0.2352
TCGA-AF-3913-01A-02D-1428-01	5	109982583	109985404	5	-1.2239
TCGA-AF-3913-01A-02D-1428-01	5	109988808	110218918	127	-0.1989
TCGA-AF-3913-01A-02D-1428-01	5	110222887	110223910	2	-1.8867
TCGA-AF-3913-01A-02D-1428-01	5	110224363	111688762	974	-0.2485
TCGA-AF-3913-01A-02D-1428-01	5	111689294	111689514	4	-1.0762
TCGA-AF-3913-01A-02D-1428-01	5	111691016	112637260	818	-0.2175
TCGA-AF-3913-01A-02D-1428-01	5	112637754	112646957	2	-1.78
TCGA-AF-3913-01A-02D-1428-01	5	112648310	130402885	10203	-0.1551
TCGA-AF-3913-01A-02D-1428-01	5	130404189	130404293	2	-1.6096
TCGA-AF-3913-01A-02D-1428-01	5	130411586	180360469	30440	-0.1513
TCGA-AF-3913-01A-02D-1428-01	6	1014281	43033917	25420	0.2183
TCGA-AF-3913-01A-02D-1428-01	6	43037722	43132792	47	0.7144
TCGA-AF-3913-01A-02D-1428-01	6	43136917	77971974	17058	0.1962
TCGA-AF-3913-01A-02D-1428-01	6	77982990	77983241	2	-0.9666
TCGA-AF-3913-01A-02D-1428-01	6	77988173	96524406	9911	0.185
TCGA-AF-3913-01A-02D-1428-01	6	96529133	96530119	5	-0.5297
TCGA-AF-3913-01A-02D-1428-01	6	96531526	114637896	10832	0.1742
TCGA-AF-3913-01A-02D-1428-01	6	114638527	114638533	2	1.2756
TCGA-AF-3913-01A-02D-1428-01	6	114640558	139622649	14797	0.1765
TCGA-AF-3913-01A-02D-1428-01	6	139625649	139838419	143	-0.1556
TCGA-AF-3913-01A-02D-1428-01	6	139838666	162331714	14260	0.1836
TCGA-AF-3913-01A-02D-1428-01	6	162332106	162483614	76	-0.2015
TCGA-AF-3913-01A-02D-1428-01	6	162595372	170903919	3800	0.1769
TCGA-AF-3913-01A-02D-1428-01	7	705284	37641421	21272	0.4771
TCGA-AF-3913-01A-02D-1428-01	7	37641660	37646762	5	-0.3932
TCGA-AF-3913-01A-02D-1428-01	7	37646795	119074169	39111	0.4633
TCGA-AF-3913-01A-02D-1428-01	7	119077470	119082216	5	-0.3226
TCGA-AF-3913-01A-02D-1428-01	7	119084925	138356569	10799	0.4364
TCGA-AF-3913-01A-02D-1428-01	7	138358271	138358456	2	-1.1489
TCGA-AF-3913-01A-02D-1428-01	7	138364781	158385118	10036	0.4744
TCGA-AF-3913-01A-02D-1428-01	8	617667	37611612	21738	-0.7883
TCGA-AF-3913-01A-02D-1428-01	8	37614407	38237934	215	-0.1186
TCGA-AF-3913-01A-02D-1428-01	8	38243865	39588338	572	-0.7167
TCGA-AF-3913-01A-02D-1428-01	8	39588503	41702356	1435	-0.1755
TCGA-AF-3913-01A-02D-1428-01	8	41702610	42564022	528	0.5129
TCGA-AF-3913-01A-02D-1428-01	8	42564626	42582651	3	-0.3785
TCGA-AF-3913-01A-02D-1428-01	8	42584924	42729979	80	0.4364
TCGA-AF-3913-01A-02D-1428-01	8	42730023	52674627	2648	0.2068
TCGA-AF-3913-01A-02D-1428-01	8	52677363	52677857	3	-0.782
TCGA-AF-3913-01A-02D-1428-01	8	52682547	62553304	6016	0.2153
TCGA-AF-3913-01A-02D-1428-01	8	62553378	64263770	1052	-0.1439
TCGA-AF-3913-01A-02D-1428-01	8	64266110	65921113	818	0.4551
TCGA-AF-3913-01A-02D-1428-01	8	65923136	70199861	2375	0.7308
TCGA-AF-3913-01A-02D-1428-01	8	70200598	70211572	10	-0.262
TCGA-AF-3913-01A-02D-1428-01	8	70211671	70953927	502	0.7084
TCGA-AF-3913-01A-02D-1428-01	8	70954272	70954834	6	-0.1898
TCGA-AF-3913-01A-02D-1428-01	8	70961161	74598926	2308	0.738
TCGA-AF-3913-01A-02D-1428-01	8	74603616	74623466	12	1.0681
TCGA-AF-3913-01A-02D-1428-01	8	74626078	74639179	5	1.4195
TCGA-AF-3913-01A-02D-1428-01	8	74640004	76613331	1130	0.7462
TCGA-AF-3913-01A-02D-1428-01	8	76617229	76617453	3	-0.6562
TCGA-AF-3913-01A-02D-1428-01	8	76618710	78124524	847	0.6869
TCGA-AF-3913-01A-02D-1428-01	8	78125778	78126326	3	-0.5639
TCGA-AF-3913-01A-02D-1428-01	8	78126396	84784713	3555	0.7063
TCGA-AF-3913-01A-02D-1428-01	8	84788239	86841229	884	0.4521
TCGA-AF-3913-01A-02D-1428-01	8	86843268	112502402	14391	0.207
TCGA-AF-3913-01A-02D-1428-01	8	112503155	116879952	2243	0.5377
TCGA-AF-3913-01A-02D-1428-01	8	116880367	121770265	3301	0.247
TCGA-AF-3913-01A-02D-1428-01	8	121770514	121771536	3	-0.7595
TCGA-AF-3913-01A-02D-1428-01	8	121771961	126626556	3152	0.2853
TCGA-AF-3913-01A-02D-1428-01	8	126626885	126626891	2	-1.2639
TCGA-AF-3913-01A-02D-1428-01	8	126626899	138903347	8862	0.2556
TCGA-AF-3913-01A-02D-1428-01	8	138905550	138907216	3	-0.9437
TCGA-AF-3913-01A-02D-1428-01	8	138911636	142333623	2160	0.2903
TCGA-AF-3913-01A-02D-1428-01	8	143504670	145232496	478	0.6255
TCGA-AF-3913-01A-02D-1428-01	9	789932	2853392	1412	0.5669
TCGA-AF-3913-01A-02D-1428-01	9	2855783	2860773	2	-0.4741
TCGA-AF-3913-01A-02D-1428-01	9	2862016	24018470	13408	0.5154
TCGA-AF-3913-01A-02D-1428-01	9	24019436	24020091	3	-0.4331
TCGA-AF-3913-01A-02D-1428-01	9	24020817	24953447	533	0.4512
TCGA-AF-3913-01A-02D-1428-01	9	24958736	24960893	8	-0.1279
TCGA-AF-3913-01A-02D-1428-01	9	24961892	83463882	16683	0.4517
TCGA-AF-3913-01A-02D-1428-01	9	83464646	83495502	32	0.1182
TCGA-AF-3913-01A-02D-1428-01	9	83495681	108535115	15876	-0.1557
TCGA-AF-3913-01A-02D-1428-01	9	108535258	108535825	3	-1.7951
TCGA-AF-3913-01A-02D-1428-01	9	108539599	126496296	12603	-0.1332
TCGA-AF-3913-01A-02D-1428-01	9	126500714	126502619	2	-1.9059
TCGA-AF-3913-01A-02D-1428-01	9	126506289	136943228	6012	-0.1062
TCGA-AF-3913-01A-02D-1428-01	9	136944004	136944465	2	-3.9456
TCGA-AF-3913-01A-02D-1428-01	9	136946333	140938752	1363	-0.1223
TCGA-AF-3913-01A-02D-1428-01	10	415240	91496707	53457	-0.1685
TCGA-AF-3913-01A-02D-1428-01	10	91496746	91497977	5	-0.9158
TCGA-AF-3913-01A-02D-1428-01	10	91498427	108751945	10042	-0.1459
TCGA-AF-3913-01A-02D-1428-01	10	108752053	108756504	4	-1.3824
TCGA-AF-3913-01A-02D-1428-01	10	108757551	121293308	8423	-0.1522
TCGA-AF-3913-01A-02D-1428-01	10	121295618	121512575	105	-0.6269
TCGA-AF-3913-01A-02D-1428-01	10	121516884	122880694	1108	-0.1701
TCGA-AF-3913-01A-02D-1428-01	10	122886721	122886896	2	-1.397
TCGA-AF-3913-01A-02D-1428-01	10	122887047	124812487	1490	-0.1163
TCGA-AF-3913-01A-02D-1428-01	10	124816635	127746981	1998	-0.7308
TCGA-AF-3913-01A-02D-1428-01	10	127748839	127764957	14	-1.4338
TCGA-AF-3913-01A-02D-1428-01	10	127768110	128150351	341	-0.7805
TCGA-AF-3913-01A-02D-1428-01	10	128151566	135225087	3726	-0.2054
TCGA-AF-3913-01A-02D-1428-01	11	456120	48285424	29979	0.2137
TCGA-AF-3913-01A-02D-1428-01	11	48286148	48302254	14	0.7485
TCGA-AF-3913-01A-02D-1428-01	11	48303325	134142530	47131	0.2125
TCGA-AF-3913-01A-02D-1428-01	12	889902	7962761	4147	-0.1446
TCGA-AF-3913-01A-02D-1428-01	12	8137722	33518860	15340	-0.6637
TCGA-AF-3913-01A-02D-1428-01	12	33519450	42763748	2163	-0.1933
TCGA-AF-3913-01A-02D-1428-01	12	42763811	42763826	2	-1.8261
TCGA-AF-3913-01A-02D-1428-01	12	42766619	55396339	6533	-0.1487
TCGA-AF-3913-01A-02D-1428-01	12	55396473	55413012	20	-0.5624
TCGA-AF-3913-01A-02D-1428-01	12	55415222	113137028	34937	-0.1773
TCGA-AF-3913-01A-02D-1428-01	12	113137384	114813092	1000	0.2653
TCGA-AF-3913-01A-02D-1428-01	12	114813108	116529952	1314	0.5619
TCGA-AF-3913-01A-02D-1428-01	12	116530240	120036209	2278	-0.1419
TCGA-AF-3913-01A-02D-1428-01	12	120036235	120042234	7	-1.8693
TCGA-AF-3913-01A-02D-1428-01	12	120045310	133161346	6029	-0.1492
TCGA-AF-3913-01A-02D-1428-01	13	19450806	22483744	1326	0.4578
TCGA-AF-3913-01A-02D-1428-01	13	22484207	22484460	3	1.2955
TCGA-AF-3913-01A-02D-1428-01	13	22484841	48329227	16947	0.4452
TCGA-AF-3913-01A-02D-1428-01	13	48329228	48329236	6	-0.1469
TCGA-AF-3913-01A-02D-1428-01	13	48334097	54600126	2866	0.4247
TCGA-AF-3913-01A-02D-1428-01	13	54600612	54603479	6	-1.2413
TCGA-AF-3913-01A-02D-1428-01	13	54607901	55692226	413	0.3597
TCGA-AF-3913-01A-02D-1428-01	13	55692377	55693858	20	-0.1079
TCGA-AF-3913-01A-02D-1428-01	13	55695068	64090734	4272	0.3745
TCGA-AF-3913-01A-02D-1428-01	13	64093098	64094822	6	-0.2634
TCGA-AF-3913-01A-02D-1428-01	13	64095771	73587757	4695	0.359
TCGA-AF-3913-01A-02D-1428-01	13	73589223	73764236	108	0.8046
TCGA-AF-3913-01A-02D-1428-01	13	73765343	78455941	3209	0.4109
TCGA-AF-3913-01A-02D-1428-01	13	78458467	78458810	2	-1.8387
TCGA-AF-3913-01A-02D-1428-01	13	78460689	86980338	4965	0.3566
TCGA-AF-3913-01A-02D-1428-01	13	86983992	86988610	2	-1.1434
TCGA-AF-3913-01A-02D-1428-01	13	86988699	87477827	274	0.2252
TCGA-AF-3913-01A-02D-1428-01	13	87478483	87486754	3	-0.5858
TCGA-AF-3913-01A-02D-1428-01	13	87487183	87851044	181	0.332
TCGA-AF-3913-01A-02D-1428-01	13	87853072	87859923	4	-0.3886
TCGA-AF-3913-01A-02D-1428-01	13	87862438	114987458	17265	0.3695
TCGA-AF-3913-01A-02D-1428-01	14	20501368	21865804	782	-0.1012
TCGA-AF-3913-01A-02D-1428-01	14	21869518	21870089	4	-1.4008
TCGA-AF-3913-01A-02D-1428-01	14	21873408	27947576	2846	-0.1433
TCGA-AF-3913-01A-02D-1428-01	14	27949276	27949721	2	-2.147
TCGA-AF-3913-01A-02D-1428-01	14	27949836	41504319	7663	-0.1477
TCGA-AF-3913-01A-02D-1428-01	14	41504368	41504619	2	-1.5052
TCGA-AF-3913-01A-02D-1428-01	14	41505110	42468067	583	-0.1783
TCGA-AF-3913-01A-02D-1428-01	14	42469834	42470599	5	-0.9532
TCGA-AF-3913-01A-02D-1428-01	14	42473242	44758117	751	-0.1898
TCGA-AF-3913-01A-02D-1428-01	14	44759040	44759043	2	-2.2589
TCGA-AF-3913-01A-02D-1428-01	14	44759196	100634634	34410	-0.141
TCGA-AF-3913-01A-02D-1428-01	14	100637655	103654939	1527	0.3044
TCGA-AF-3913-01A-02D-1428-01	14	103659535	103661718	3	-1.2495
TCGA-AF-3913-01A-02D-1428-01	14	103665118	105988038	772	0.3095
TCGA-AF-3913-01A-02D-1428-01	15	23687685	60984520	20353	-0.1285
TCGA-AF-3913-01A-02D-1428-01	15	60986572	61268282	288	-0.8195
TCGA-AF-3913-01A-02D-1428-01	15	61269245	64448276	2361	-0.1121
TCGA-AF-3913-01A-02D-1428-01	15	64448460	64736287	114	-0.6499
TCGA-AF-3913-01A-02D-1428-01	15	64746053	92388168	15530	-0.1093
TCGA-AF-3913-01A-02D-1428-01	15	92398024	92400698	5	-0.9966
TCGA-AF-3913-01A-02D-1428-01	15	92402615	95794410	2103	-0.131
TCGA-AF-3913-01A-02D-1428-01	15	95795090	95795515	2	-1.2494
TCGA-AF-3913-01A-02D-1428-01	15	95795765	101884307	3698	-0.138
TCGA-AF-3913-01A-02D-1428-01	16	653459	6161120	2358	-0.0777
TCGA-AF-3913-01A-02D-1428-01	16	6161268	6174048	29	-0.3802
TCGA-AF-3913-01A-02D-1428-01	16	6177575	6253969	73	-0.6862
TCGA-AF-3913-01A-02D-1428-01	16	6260852	7132183	262	-2.1475
TCGA-AF-3913-01A-02D-1428-01	16	7366941	8351785	789	-0.1576
TCGA-AF-3913-01A-02D-1428-01	16	8352618	8353467	3	-1.1759
TCGA-AF-3913-01A-02D-1428-01	16	8355250	10195584	1348	-0.1025
TCGA-AF-3913-01A-02D-1428-01	16	10197952	10198160	3	-1.4941
TCGA-AF-3913-01A-02D-1428-01	16	10198435	19056514	3330	-0.122
TCGA-AF-3913-01A-02D-1428-01	16	19058185	21235343	1254	-0.7085
TCGA-AF-3913-01A-02D-1428-01	16	21236287	28631585	3756	-0.1203
TCGA-AF-3913-01A-02D-1428-01	16	29095340	31850299	649	1.1369
TCGA-AF-3913-01A-02D-1428-01	16	46507665	63892792	11149	0.1656
TCGA-AF-3913-01A-02D-1428-01	16	63892885	63893058	3	-1.0424
TCGA-AF-3913-01A-02D-1428-01	16	63895457	79189534	9077	0.1669
TCGA-AF-3913-01A-02D-1428-01	16	79189840	79229823	58	0.6898
TCGA-AF-3913-01A-02D-1428-01	16	79230315	86248387	5009	0.174
TCGA-AF-3913-01A-02D-1428-01	16	86248858	86248886	2	-1.164
TCGA-AF-3913-01A-02D-1428-01	16	86249038	89379936	1569	0.1997
TCGA-AF-3913-01A-02D-1428-01	17	987221	15586150	7458	-0.1177
TCGA-AF-3913-01A-02D-1428-01	17	15682578	15694785	5	-1.2994
TCGA-AF-3913-01A-02D-1428-01	17	15695418	54597549	15892	-0.1199
TCGA-AF-3913-01A-02D-1428-01	17	54599570	54602091	2	-1.538
TCGA-AF-3913-01A-02D-1428-01	17	54603977	80917016	13559	-0.1514
TCGA-AF-3913-01A-02D-1428-01	18	329586	34905111	17925	-0.7304
TCGA-AF-3913-01A-02D-1428-01	18	34907013	34920632	7	-1.653
TCGA-AF-3913-01A-02D-1428-01	18	34921527	42725996	4595	-0.7668
TCGA-AF-3913-01A-02D-1428-01	18	42726713	42736474	6	-1.8617
TCGA-AF-3913-01A-02D-1428-01	18	42737234	50380505	5270	-0.76
TCGA-AF-3913-01A-02D-1428-01	18	50381636	50383416	2	-2.445
TCGA-AF-3913-01A-02D-1428-01	18	50383441	50921727	329	-0.746
TCGA-AF-3913-01A-02D-1428-01	18	50924120	50924263	3	-2.6046
TCGA-AF-3913-01A-02D-1428-01	18	50924832	74862625	12958	-0.7592
TCGA-AF-3913-01A-02D-1428-01	18	74863874	74864187	3	-2.7923
TCGA-AF-3913-01A-02D-1428-01	18	74866282	77109240	1358	-0.7886
TCGA-AF-3913-01A-02D-1428-01	19	284018	7300055	2020	-0.0966
TCGA-AF-3913-01A-02D-1428-01	19	7304492	7344986	6	0.999
TCGA-AF-3913-01A-02D-1428-01	19	7397015	15845478	3791	-0.0961
TCGA-AF-3913-01A-02D-1428-01	19	15845730	15845864	3	-1.5022
TCGA-AF-3913-01A-02D-1428-01	19	15847973	24052992	3139	-0.1127
TCGA-AF-3913-01A-02D-1428-01	19	28240494	28549785	211	0.5477
TCGA-AF-3913-01A-02D-1428-01	19	28550010	29228811	530	0.8009
TCGA-AF-3913-01A-02D-1428-01	19	29230190	30185412	776	0.2644
TCGA-AF-3913-01A-02D-1428-01	19	30192505	30199665	8	0.5876
TCGA-AF-3913-01A-02D-1428-01	19	30199851	55622741	11778	-0.1182
TCGA-AF-3913-01A-02D-1428-01	19	55622921	55623045	3	-2.0087
TCGA-AF-3913-01A-02D-1428-01	19	55623173	58527073	1423	-0.1373
TCGA-AF-3913-01A-02D-1428-01	19	58528303	58528694	2	-1.3483
TCGA-AF-3913-01A-02D-1428-01	19	58529769	58878226	208	-0.1156
TCGA-AF-3913-01A-02D-1428-01	20	455764	14551755	8904	0.0525
TCGA-AF-3913-01A-02D-1428-01	20	14556195	14681677	46	-0.4684
TCGA-AF-3913-01A-02D-1428-01	20	14681863	15299479	96	-0.7987
TCGA-AF-3913-01A-02D-1428-01	20	15322241	15330542	7	-0.3317
TCGA-AF-3913-01A-02D-1428-01	20	15330822	15340477	12	0.0817
TCGA-AF-3913-01A-02D-1428-01	20	15341935	15786979	420	-0.3056
TCGA-AF-3913-01A-02D-1428-01	20	15787999	35722830	10127	0.2397
TCGA-AF-3913-01A-02D-1428-01	20	35726402	40359519	2950	0.8071
TCGA-AF-3913-01A-02D-1428-01	20	40360023	40360027	5	0.1071
TCGA-AF-3913-01A-02D-1428-01	20	40360784	55401559	10173	0.911
TCGA-AF-3913-01A-02D-1428-01	20	55401739	58785070	2558	0.6187
TCGA-AF-3913-01A-02D-1428-01	20	58787166	61363722	1677	0.3467
TCGA-AF-3913-01A-02D-1428-01	20	61373101	61373146	2	-0.6387
TCGA-AF-3913-01A-02D-1428-01	20	61375576	62219837	253	0.3745
TCGA-AF-3913-01A-02D-1428-01	21	15347621	31292936	10184	-0.1743
TCGA-AF-3913-01A-02D-1428-01	21	31292965	31293409	3	-1.7643
TCGA-AF-3913-01A-02D-1428-01	21	31294045	43473602	8383	-0.1298
TCGA-AF-3913-01A-02D-1428-01	21	43475676	43477764	2	-1.4287
TCGA-AF-3913-01A-02D-1428-01	21	43478099	43851593	308	-0.0955
TCGA-AF-3913-01A-02D-1428-01	21	43852037	43853459	5	-1.2651
TCGA-AF-3913-01A-02D-1428-01	21	43853701	47678774	1665	-0.1187
TCGA-AF-3913-01A-02D-1428-01	22	17423930	49331012	16904	-0.0976
TCGA-AF-3913-01A-02D-1428-01	23	3157107	111990777	44207	-0.0021
TCGA-AF-3913-01A-02D-1428-01	23	111994862	111997377	3	-1.9437
TCGA-AF-3913-01A-02D-1428-01	23	112000068	118083845	2901	0.0138
TCGA-AF-3913-01A-02D-1428-01	23	118086257	118086260	2	-1.6173
TCGA-AF-3913-01A-02D-1428-01	23	118086618	129545880	5545	0.0207
TCGA-AF-3913-01A-02D-1428-01	23	129548429	129551971	2	-1.6525
TCGA-AF-3913-01A-02D-1428-01	23	129552004	137308203	3269	0.0206
TCGA-AF-3913-01A-02D-1428-01	23	137312885	137320228	7	-1.1667
TCGA-AF-3913-01A-02D-1428-01	23	137321655	152877997	7378	-0.0038
TCGA-AF-3913-01A-02D-1428-01	23	152882816	152883727	2	-0.9718
TCGA-AF-3913-01A-02D-1428-01	23	152885077	154905589	308	0.1044
TCGA-AF-4110-10A-01D-1732-01	1	3218610	247813706	129123	7e-04
TCGA-AF-4110-10A-01D-1732-01	2	484222	165851888	87140	-0.0026
TCGA-AF-4110-10A-01D-1732-01	2	165853974	165864049	5	-1.3103
TCGA-AF-4110-10A-01D-1732-01	2	165865439	242476062	44135	-2e-04
TCGA-AF-4110-10A-01D-1732-01	3	2212571	197538677	106365	-5e-04
TCGA-AF-4110-10A-01D-1732-01	4	1053934	127380337	70239	0.0017
TCGA-AF-4110-10A-01D-1732-01	4	127383386	127389055	2	-1.6256
TCGA-AF-4110-10A-01D-1732-01	4	127389550	188763651	32490	0.0043
TCGA-AF-4110-10A-01D-1732-01	5	914233	4012303	1927	0.0057
TCGA-AF-4110-10A-01D-1732-01	5	4012694	4012700	2	-1.6348
TCGA-AF-4110-10A-01D-1732-01	5	4013641	180360469	98566	5e-04
TCGA-AF-4110-10A-01D-1732-01	6	1014281	170903919	96473	-0.001
TCGA-AF-4110-10A-01D-1732-01	7	705284	158385118	81316	0.0013
TCGA-AF-4110-10A-01D-1732-01	8	617667	145232496	81519	0.0033
TCGA-AF-4110-10A-01D-1732-01	9	789932	33005741	19875	0.0079
TCGA-AF-4110-10A-01D-1732-01	9	33005757	33005763	2	-1.4852
TCGA-AF-4110-10A-01D-1732-01	9	33007206	140938752	48131	0.004
TCGA-AF-4110-10A-01D-1732-01	10	415240	135225087	80855	0.0018
TCGA-AF-4110-10A-01D-1732-01	11	456120	134142530	77241	0.0045
TCGA-AF-4110-10A-01D-1732-01	12	889902	48272275	24577	5e-04
TCGA-AF-4110-10A-01D-1732-01	12	48272515	48273714	2	-1.4999
TCGA-AF-4110-10A-01D-1732-01	12	48273814	133161346	49360	0.0014
TCGA-AF-4110-10A-01D-1732-01	13	19450806	114987458	56635	0.0036
TCGA-AF-4110-10A-01D-1732-01	14	20501368	105988038	49446	0.0028
TCGA-AF-4110-10A-01D-1732-01	15	23687685	101884307	44528	0.0035
TCGA-AF-4110-10A-01D-1732-01	16	653459	89379936	40796	3e-04
TCGA-AF-4110-10A-01D-1732-01	17	987221	80917016	36984	-0.002
TCGA-AF-4110-10A-01D-1732-01	18	329586	73512093	40387	5e-04
TCGA-AF-4110-10A-01D-1732-01	18	73514932	73515359	4	-0.8982
TCGA-AF-4110-10A-01D-1732-01	18	73517629	77109240	2267	-0.0025
TCGA-AF-4110-10A-01D-1732-01	19	284018	31284806	11257	0.0037
TCGA-AF-4110-10A-01D-1732-01	19	31288118	31288540	2	-1.2704
TCGA-AF-4110-10A-01D-1732-01	19	31290599	53865663	10522	-0.0015
TCGA-AF-4110-10A-01D-1732-01	19	53867300	53871390	2	1.1905
TCGA-AF-4110-10A-01D-1732-01	19	53876872	57199720	1279	0.0015
TCGA-AF-4110-10A-01D-1732-01	19	57200018	57201669	2	-1.2225
TCGA-AF-4110-10A-01D-1732-01	19	57217702	58878226	881	0.0061
TCGA-AF-4110-10A-01D-1732-01	20	455764	62219837	37280	0.0015
TCGA-AF-4110-10A-01D-1732-01	21	15347621	47678774	20582	-8e-04
TCGA-AF-4110-10A-01D-1732-01	22	17423930	33582803	6985	-0.003
TCGA-AF-4110-10A-01D-1732-01	22	33583233	33583237	2	-1.739
TCGA-AF-4110-10A-01D-1732-01	22	33586339	49331012	9938	0.0031
TCGA-AF-4110-10A-01D-1732-01	23	3157107	154905589	63631	0.0122
TCGA-AF-4110-01A-02D-1732-01	1	3218610	29764426	13662	-0.4629
TCGA-AF-4110-01A-02D-1732-01	1	29764800	29765602	2	-2.7575
TCGA-AF-4110-01A-02D-1732-01	1	29765644	32476769	1507	-0.4613
TCGA-AF-4110-01A-02D-1732-01	1	32482916	34274794	851	-0.1232
TCGA-AF-4110-01A-02D-1732-01	1	34276694	34328648	61	-0.4974
TCGA-AF-4110-01A-02D-1732-01	1	34331317	34892913	436	-0.149
TCGA-AF-4110-01A-02D-1732-01	1	34894960	35832710	451	-0.4529
TCGA-AF-4110-01A-02D-1732-01	1	35833129	38601480	1407	-0.1271
TCGA-AF-4110-01A-02D-1732-01	1	38602073	38606400	2	-2.3565
TCGA-AF-4110-01A-02D-1732-01	1	38606455	76434123	22785	-0.1433
TCGA-AF-4110-01A-02D-1732-01	1	76435147	91772807	9532	-0.4163
TCGA-AF-4110-01A-02D-1732-01	1	91780822	94738846	1634	-0.147
TCGA-AF-4110-01A-02D-1732-01	1	94738982	106500349	6566	-0.4378
TCGA-AF-4110-01A-02D-1732-01	1	106507045	149881398	8625	-0.147
TCGA-AF-4110-01A-02D-1732-01	1	149882014	156830218	3198	0.3297
TCGA-AF-4110-01A-02D-1732-01	1	156832779	156859609	20	-0.4756
TCGA-AF-4110-01A-02D-1732-01	1	156867288	163881773	4614	0.2876
TCGA-AF-4110-01A-02D-1732-01	1	163884827	170803984	5203	-0.1176
TCGA-AF-4110-01A-02D-1732-01	1	170804724	187247786	10140	0.2646
TCGA-AF-4110-01A-02D-1732-01	1	187251415	187264379	4	-0.024
TCGA-AF-4110-01A-02D-1732-01	1	187264411	193870307	3948	-0.4343
TCGA-AF-4110-01A-02D-1732-01	1	193871478	196698242	1591	0.2755
TCGA-AF-4110-01A-02D-1732-01	1	196952412	197019858	33	-0.3677
TCGA-AF-4110-01A-02D-1732-01	1	197025725	201733368	2966	0.293
TCGA-AF-4110-01A-02D-1732-01	1	201739620	201956877	123	-0.4503
TCGA-AF-4110-01A-02D-1732-01	1	201962233	202063448	55	0.3754
TCGA-AF-4110-01A-02D-1732-01	1	202066465	202097130	22	-0.3681
TCGA-AF-4110-01A-02D-1732-01	1	202104497	212344489	6667	0.3096
TCGA-AF-4110-01A-02D-1732-01	1	212346089	212490304	96	-0.4405
TCGA-AF-4110-01A-02D-1732-01	1	212499248	213756152	801	0.2843
TCGA-AF-4110-01A-02D-1732-01	1	213759644	214002446	182	-0.4797
TCGA-AF-4110-01A-02D-1732-01	1	214022486	215284243	981	0.2738
TCGA-AF-4110-01A-02D-1732-01	1	215285311	215438659	99	-0.4703
TCGA-AF-4110-01A-02D-1732-01	1	215440899	218866367	2295	0.2404
TCGA-AF-4110-01A-02D-1732-01	1	218872471	219304545	297	-0.4364
TCGA-AF-4110-01A-02D-1732-01	1	219309216	219646807	246	-0.1352
TCGA-AF-4110-01A-02D-1732-01	1	219647653	219654392	10	-0.3622
TCGA-AF-4110-01A-02D-1732-01	1	219654992	220809272	761	0.2619
TCGA-AF-4110-01A-02D-1732-01	1	220814263	221480857	402	-0.4446
TCGA-AF-4110-01A-02D-1732-01	1	221482736	221742890	191	0.2607
TCGA-AF-4110-01A-02D-1732-01	1	221762431	222338488	462	-0.4898
TCGA-AF-4110-01A-02D-1732-01	1	222338759	222926121	289	0.2781
TCGA-AF-4110-01A-02D-1732-01	1	222931672	223141187	116	-0.4896
TCGA-AF-4110-01A-02D-1732-01	1	223141268	223663505	310	0.2657
TCGA-AF-4110-01A-02D-1732-01	1	223663555	223663828	2	-1.0694
TCGA-AF-4110-01A-02D-1732-01	1	223663935	225088095	842	0.2555
TCGA-AF-4110-01A-02D-1732-01	1	225091756	225114654	24	-0.4407
TCGA-AF-4110-01A-02D-1732-01	1	225115234	227852026	1515	0.0603
TCGA-AF-4110-01A-02D-1732-01	1	227857667	228041209	102	-0.4808
TCGA-AF-4110-01A-02D-1732-01	1	228043276	229011341	331	0.0733
TCGA-AF-4110-01A-02D-1732-01	1	229015145	229168822	133	-0.523
TCGA-AF-4110-01A-02D-1732-01	1	229173118	230403595	887	-0.1668
TCGA-AF-4110-01A-02D-1732-01	1	230404825	230454285	33	-0.5378
TCGA-AF-4110-01A-02D-1732-01	1	230454674	232845241	1641	-0.1686
TCGA-AF-4110-01A-02D-1732-01	1	232876534	233515256	497	-0.475
TCGA-AF-4110-01A-02D-1732-01	1	233515413	239253606	4179	-0.1681
TCGA-AF-4110-01A-02D-1732-01	1	239254410	239258400	3	-1.7519
TCGA-AF-4110-01A-02D-1732-01	1	239258823	241423023	1602	-0.1534
TCGA-AF-4110-01A-02D-1732-01	1	241423404	241511550	75	-0.4264
TCGA-AF-4110-01A-02D-1732-01	1	241511886	247813706	3277	-0.1575
TCGA-AF-4110-01A-02D-1732-01	2	484222	141580204	73186	0.0554
TCGA-AF-4110-01A-02D-1732-01	2	141580767	141915235	223	-0.2034
TCGA-AF-4110-01A-02D-1732-01	2	141917316	242476062	57812	0.0536
